phase6b_scenario,candidate_id,minimum_usable_windows,scenario_pass_but_zero_usable_window,scenario_pass_but_below_minimum,scenario_fail_but_meets_minimum,both_pass,both_fail,scenario_failure_reasons_among_fail_but_meets_minimum,bis_10_100_fraction_reason_but_meets_minimum,selected
permissive,sqi_ge_80__bis10s__drug30s,30,1,4,0,2460,6,{},0,false
permissive,sqi_ge_80__bis10s__drug30s,60,1,11,0,2453,6,{},0,false
permissive,sqi_ge_80__bis10s__drug30s,120,1,81,0,2383,6,{},0,false
permissive,sqi_ge_80__bis10s__drug30s,300,1,810,0,1654,6,{},0,false
permissive,sqi_ge_80__bis10s__drug30s,600,1,1563,0,901,6,{},0,false
permissive,sqi_ge_80__bis10s__drug60s,30,1,4,0,2460,6,{},0,false
permissive,sqi_ge_80__bis10s__drug60s,60,1,11,0,2453,6,{},0,false
permissive,sqi_ge_80__bis10s__drug60s,120,1,80,0,2384,6,{},0,false
permissive,sqi_ge_80__bis10s__drug60s,300,1,808,0,1656,6,{},0,false
permissive,sqi_ge_80__bis10s__drug60s,600,1,1563,0,901,6,{},0,false
permissive,sqi_ge_80__bis10s__drug120s,30,1,4,0,2460,6,{},0,false
permissive,sqi_ge_80__bis10s__drug120s,60,1,11,0,2453,6,{},0,false
permissive,sqi_ge_80__bis10s__drug120s,120,1,79,0,2385,6,{},0,false
permissive,sqi_ge_80__bis10s__drug120s,300,1,807,0,1657,6,{},0,false
permissive,sqi_ge_80__bis10s__drug120s,600,1,1563,0,901,6,{},0,false
permissive,sqi_ge_80__bis10s__drug300s,30,1,4,0,2460,6,{},0,false
permissive,sqi_ge_80__bis10s__drug300s,60,1,11,0,2453,6,{},0,false
permissive,sqi_ge_80__bis10s__drug300s,120,1,78,0,2386,6,{},0,false
permissive,sqi_ge_80__bis10s__drug300s,300,1,806,0,1658,6,{},0,false
permissive,sqi_ge_80__bis10s__drug300s,600,1,1563,0,901,6,{},0,false
permissive,sqi_ge_80__bis10s__drug600s,30,1,4,0,2460,6,{},0,false
permissive,sqi_ge_80__bis10s__drug600s,60,1,11,0,2453,6,{},0,false
permissive,sqi_ge_80__bis10s__drug600s,120,1,78,0,2386,6,{},0,false
permissive,sqi_ge_80__bis10s__drug600s,300,1,805,0,1659,6,{},0,false
permissive,sqi_ge_80__bis10s__drug600s,600,1,1562,0,902,6,{},0,false
permissive,sqi_ge_80__bis20s__drug30s,30,1,2,0,2462,6,{},0,false
permissive,sqi_ge_80__bis20s__drug30s,60,1,7,0,2457,6,{},0,false
permissive,sqi_ge_80__bis20s__drug30s,120,1,52,0,2412,6,{},0,false
permissive,sqi_ge_80__bis20s__drug30s,300,1,725,0,1739,6,{},0,false
permissive,sqi_ge_80__bis20s__drug30s,600,1,1484,0,980,6,{},0,false
permissive,sqi_ge_80__bis20s__drug60s,30,1,2,0,2462,6,{},0,false
permissive,sqi_ge_80__bis20s__drug60s,60,1,7,0,2457,6,{},0,false
permissive,sqi_ge_80__bis20s__drug60s,120,1,52,0,2412,6,{},0,false
permissive,sqi_ge_80__bis20s__drug60s,300,1,725,0,1739,6,{},0,false
permissive,sqi_ge_80__bis20s__drug60s,600,1,1484,0,980,6,{},0,false
permissive,sqi_ge_80__bis20s__drug120s,30,1,2,0,2462,6,{},0,false
permissive,sqi_ge_80__bis20s__drug120s,60,1,7,0,2457,6,{},0,false
permissive,sqi_ge_80__bis20s__drug120s,120,1,52,0,2412,6,{},0,false
permissive,sqi_ge_80__bis20s__drug120s,300,1,725,0,1739,6,{},0,false
permissive,sqi_ge_80__bis20s__drug120s,600,1,1484,0,980,6,{},0,false
permissive,sqi_ge_80__bis20s__drug300s,30,1,2,0,2462,6,{},0,false
permissive,sqi_ge_80__bis20s__drug300s,60,1,7,0,2457,6,{},0,false
permissive,sqi_ge_80__bis20s__drug300s,120,1,52,0,2412,6,{},0,false
permissive,sqi_ge_80__bis20s__drug300s,300,1,724,0,1740,6,{},0,false
permissive,sqi_ge_80__bis20s__drug300s,600,1,1484,0,980,6,{},0,false
permissive,sqi_ge_80__bis20s__drug600s,30,1,2,0,2462,6,{},0,false
permissive,sqi_ge_80__bis20s__drug600s,60,1,7,0,2457,6,{},0,false
permissive,sqi_ge_80__bis20s__drug600s,120,1,52,0,2412,6,{},0,false
permissive,sqi_ge_80__bis20s__drug600s,300,1,722,0,1742,6,{},0,false
permissive,sqi_ge_80__bis20s__drug600s,600,1,1483,0,981,6,{},0,false
permissive,sqi_ge_80__bis30s__drug30s,30,1,2,0,2462,6,{},0,false
permissive,sqi_ge_80__bis30s__drug30s,60,1,7,0,2457,6,{},0,false
permissive,sqi_ge_80__bis30s__drug30s,120,1,41,0,2423,6,{},0,false
permissive,sqi_ge_80__bis30s__drug30s,300,1,628,0,1836,6,{},0,false
permissive,sqi_ge_80__bis30s__drug30s,600,1,1424,0,1040,6,{},0,false
permissive,sqi_ge_80__bis30s__drug60s,30,1,2,0,2462,6,{},0,false
permissive,sqi_ge_80__bis30s__drug60s,60,1,7,0,2457,6,{},0,false
permissive,sqi_ge_80__bis30s__drug60s,120,1,41,0,2423,6,{},0,false
permissive,sqi_ge_80__bis30s__drug60s,300,1,628,0,1836,6,{},0,false
permissive,sqi_ge_80__bis30s__drug60s,600,1,1423,0,1041,6,{},0,false
permissive,sqi_ge_80__bis30s__drug120s,30,1,2,0,2462,6,{},0,false
permissive,sqi_ge_80__bis30s__drug120s,60,1,7,0,2457,6,{},0,false
permissive,sqi_ge_80__bis30s__drug120s,120,1,41,0,2423,6,{},0,false
permissive,sqi_ge_80__bis30s__drug120s,300,1,625,0,1839,6,{},0,false
permissive,sqi_ge_80__bis30s__drug120s,600,1,1423,0,1041,6,{},0,false
permissive,sqi_ge_80__bis30s__drug300s,30,1,2,0,2462,6,{},0,false
permissive,sqi_ge_80__bis30s__drug300s,60,1,7,0,2457,6,{},0,false
permissive,sqi_ge_80__bis30s__drug300s,120,1,41,0,2423,6,{},0,false
permissive,sqi_ge_80__bis30s__drug300s,300,1,622,0,1842,6,{},0,false
permissive,sqi_ge_80__bis30s__drug300s,600,1,1423,0,1041,6,{},0,false
permissive,sqi_ge_80__bis30s__drug600s,30,1,2,0,2462,6,{},0,false
permissive,sqi_ge_80__bis30s__drug600s,60,1,7,0,2457,6,{},0,false
permissive,sqi_ge_80__bis30s__drug600s,120,1,41,0,2423,6,{},0,false
permissive,sqi_ge_80__bis30s__drug600s,300,1,621,0,1843,6,{},0,false
permissive,sqi_ge_80__bis30s__drug600s,600,1,1421,0,1043,6,{},0,false
moderate,sqi_not_required__bis10s__drug30s,30,0,0,133,2333,4,"{""bis_10_100_fraction_lt_80pct"":132,""common_span_lt_20m"":2,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":9}",132,false
moderate,sqi_not_required__bis10s__drug30s,60,0,0,132,2333,5,"{""bis_10_100_fraction_lt_80pct"":132,""common_span_lt_20m"":1,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":9}",132,false
moderate,sqi_not_required__bis10s__drug30s,120,0,1,131,2332,6,"{""bis_10_100_fraction_lt_80pct"":131,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":9}",131,false
moderate,sqi_not_required__bis10s__drug30s,300,0,64,110,2269,27,"{""bis_10_100_fraction_lt_80pct"":110,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":9}",110,false
moderate,sqi_not_required__bis10s__drug30s,600,0,674,41,1659,96,"{""bis_10_100_fraction_lt_80pct"":41,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":5}",41,false
moderate,sqi_not_required__bis10s__drug60s,30,0,0,133,2333,4,"{""bis_10_100_fraction_lt_80pct"":132,""common_span_lt_20m"":2,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":9}",132,false
moderate,sqi_not_required__bis10s__drug60s,60,0,0,132,2333,5,"{""bis_10_100_fraction_lt_80pct"":132,""common_span_lt_20m"":1,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":9}",132,false
moderate,sqi_not_required__bis10s__drug60s,120,0,1,131,2332,6,"{""bis_10_100_fraction_lt_80pct"":131,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":9}",131,false
moderate,sqi_not_required__bis10s__drug60s,300,0,64,110,2269,27,"{""bis_10_100_fraction_lt_80pct"":110,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":9}",110,false
moderate,sqi_not_required__bis10s__drug60s,600,0,674,41,1659,96,"{""bis_10_100_fraction_lt_80pct"":41,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":5}",41,false
moderate,sqi_not_required__bis10s__drug120s,30,0,0,133,2333,4,"{""bis_10_100_fraction_lt_80pct"":132,""common_span_lt_20m"":2,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":9}",132,false
moderate,sqi_not_required__bis10s__drug120s,60,0,0,132,2333,5,"{""bis_10_100_fraction_lt_80pct"":132,""common_span_lt_20m"":1,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":9}",132,false
moderate,sqi_not_required__bis10s__drug120s,120,0,1,131,2332,6,"{""bis_10_100_fraction_lt_80pct"":131,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":9}",131,false
moderate,sqi_not_required__bis10s__drug120s,300,0,64,110,2269,27,"{""bis_10_100_fraction_lt_80pct"":110,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":9}",110,false
moderate,sqi_not_required__bis10s__drug120s,600,0,671,41,1662,96,"{""bis_10_100_fraction_lt_80pct"":41,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":5}",41,false
moderate,sqi_not_required__bis10s__drug300s,30,0,0,133,2333,4,"{""bis_10_100_fraction_lt_80pct"":132,""common_span_lt_20m"":2,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":9}",132,false
moderate,sqi_not_required__bis10s__drug300s,60,0,0,132,2333,5,"{""bis_10_100_fraction_lt_80pct"":132,""common_span_lt_20m"":1,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":9}",132,false
moderate,sqi_not_required__bis10s__drug300s,120,0,1,131,2332,6,"{""bis_10_100_fraction_lt_80pct"":131,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":9}",131,false
moderate,sqi_not_required__bis10s__drug300s,300,0,63,110,2270,27,"{""bis_10_100_fraction_lt_80pct"":110,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":9}",110,false
moderate,sqi_not_required__bis10s__drug300s,600,0,666,41,1667,96,"{""bis_10_100_fraction_lt_80pct"":41,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":5}",41,false
moderate,sqi_not_required__bis10s__drug600s,30,0,0,133,2333,4,"{""bis_10_100_fraction_lt_80pct"":132,""common_span_lt_20m"":2,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":9}",132,false
moderate,sqi_not_required__bis10s__drug600s,60,0,0,132,2333,5,"{""bis_10_100_fraction_lt_80pct"":132,""common_span_lt_20m"":1,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":9}",132,false
moderate,sqi_not_required__bis10s__drug600s,120,0,1,131,2332,6,"{""bis_10_100_fraction_lt_80pct"":131,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":9}",131,false
moderate,sqi_not_required__bis10s__drug600s,300,0,63,111,2270,26,"{""bis_10_100_fraction_lt_80pct"":111,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":9}",111,false
moderate,sqi_not_required__bis10s__drug600s,600,0,663,41,1670,96,"{""bis_10_100_fraction_lt_80pct"":41,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":5}",41,false
moderate,sqi_not_required__bis20s__drug30s,30,0,0,133,2333,4,"{""bis_10_100_fraction_lt_80pct"":132,""common_span_lt_20m"":2,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":9}",132,false
moderate,sqi_not_required__bis20s__drug30s,60,0,0,132,2333,5,"{""bis_10_100_fraction_lt_80pct"":132,""common_span_lt_20m"":1,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":9}",132,false
moderate,sqi_not_required__bis20s__drug30s,120,0,1,131,2332,6,"{""bis_10_100_fraction_lt_80pct"":131,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":9}",131,false
moderate,sqi_not_required__bis20s__drug30s,300,0,63,110,2270,27,"{""bis_10_100_fraction_lt_80pct"":110,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":9}",110,false
moderate,sqi_not_required__bis20s__drug30s,600,0,672,41,1661,96,"{""bis_10_100_fraction_lt_80pct"":41,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":5}",41,false
moderate,sqi_not_required__bis20s__drug60s,30,0,0,133,2333,4,"{""bis_10_100_fraction_lt_80pct"":132,""common_span_lt_20m"":2,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":9}",132,false
moderate,sqi_not_required__bis20s__drug60s,60,0,0,132,2333,5,"{""bis_10_100_fraction_lt_80pct"":132,""common_span_lt_20m"":1,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":9}",132,false
moderate,sqi_not_required__bis20s__drug60s,120,0,1,131,2332,6,"{""bis_10_100_fraction_lt_80pct"":131,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":9}",131,false
moderate,sqi_not_required__bis20s__drug60s,300,0,63,110,2270,27,"{""bis_10_100_fraction_lt_80pct"":110,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":9}",110,false
moderate,sqi_not_required__bis20s__drug60s,600,0,672,41,1661,96,"{""bis_10_100_fraction_lt_80pct"":41,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":5}",41,false
moderate,sqi_not_required__bis20s__drug120s,30,0,0,133,2333,4,"{""bis_10_100_fraction_lt_80pct"":132,""common_span_lt_20m"":2,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":9}",132,false
moderate,sqi_not_required__bis20s__drug120s,60,0,0,132,2333,5,"{""bis_10_100_fraction_lt_80pct"":132,""common_span_lt_20m"":1,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":9}",132,false
moderate,sqi_not_required__bis20s__drug120s,120,0,1,131,2332,6,"{""bis_10_100_fraction_lt_80pct"":131,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":9}",131,false
moderate,sqi_not_required__bis20s__drug120s,300,0,63,110,2270,27,"{""bis_10_100_fraction_lt_80pct"":110,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":9}",110,false
moderate,sqi_not_required__bis20s__drug120s,600,0,668,41,1665,96,"{""bis_10_100_fraction_lt_80pct"":41,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":5}",41,false
moderate,sqi_not_required__bis20s__drug300s,30,0,0,133,2333,4,"{""bis_10_100_fraction_lt_80pct"":132,""common_span_lt_20m"":2,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":9}",132,false
moderate,sqi_not_required__bis20s__drug300s,60,0,0,132,2333,5,"{""bis_10_100_fraction_lt_80pct"":132,""common_span_lt_20m"":1,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":9}",132,false
moderate,sqi_not_required__bis20s__drug300s,120,0,1,131,2332,6,"{""bis_10_100_fraction_lt_80pct"":131,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":9}",131,false
moderate,sqi_not_required__bis20s__drug300s,300,0,62,110,2271,27,"{""bis_10_100_fraction_lt_80pct"":110,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":9}",110,false
moderate,sqi_not_required__bis20s__drug300s,600,0,664,41,1669,96,"{""bis_10_100_fraction_lt_80pct"":41,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":5}",41,false
moderate,sqi_not_required__bis20s__drug600s,30,0,0,133,2333,4,"{""bis_10_100_fraction_lt_80pct"":132,""common_span_lt_20m"":2,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":9}",132,false
moderate,sqi_not_required__bis20s__drug600s,60,0,0,132,2333,5,"{""bis_10_100_fraction_lt_80pct"":132,""common_span_lt_20m"":1,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":9}",132,false
moderate,sqi_not_required__bis20s__drug600s,120,0,1,131,2332,6,"{""bis_10_100_fraction_lt_80pct"":131,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":9}",131,false
moderate,sqi_not_required__bis20s__drug600s,300,0,62,111,2271,26,"{""bis_10_100_fraction_lt_80pct"":111,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":9}",111,false
moderate,sqi_not_required__bis20s__drug600s,600,0,661,41,1672,96,"{""bis_10_100_fraction_lt_80pct"":41,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":5}",41,false
moderate,sqi_not_required__bis30s__drug30s,30,0,0,133,2333,4,"{""bis_10_100_fraction_lt_80pct"":132,""common_span_lt_20m"":2,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":9}",132,false
moderate,sqi_not_required__bis30s__drug30s,60,0,0,132,2333,5,"{""bis_10_100_fraction_lt_80pct"":132,""common_span_lt_20m"":1,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":9}",132,false
moderate,sqi_not_required__bis30s__drug30s,120,0,1,131,2332,6,"{""bis_10_100_fraction_lt_80pct"":131,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":9}",131,false
moderate,sqi_not_required__bis30s__drug30s,300,0,61,110,2272,27,"{""bis_10_100_fraction_lt_80pct"":110,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":9}",110,false
moderate,sqi_not_required__bis30s__drug30s,600,0,668,41,1665,96,"{""bis_10_100_fraction_lt_80pct"":41,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":5}",41,false
moderate,sqi_not_required__bis30s__drug60s,30,0,0,133,2333,4,"{""bis_10_100_fraction_lt_80pct"":132,""common_span_lt_20m"":2,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":9}",132,false
moderate,sqi_not_required__bis30s__drug60s,60,0,0,132,2333,5,"{""bis_10_100_fraction_lt_80pct"":132,""common_span_lt_20m"":1,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":9}",132,false
moderate,sqi_not_required__bis30s__drug60s,120,0,1,131,2332,6,"{""bis_10_100_fraction_lt_80pct"":131,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":9}",131,false
moderate,sqi_not_required__bis30s__drug60s,300,0,61,110,2272,27,"{""bis_10_100_fraction_lt_80pct"":110,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":9}",110,false
moderate,sqi_not_required__bis30s__drug60s,600,0,668,41,1665,96,"{""bis_10_100_fraction_lt_80pct"":41,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":5}",41,false
moderate,sqi_not_required__bis30s__drug120s,30,0,0,133,2333,4,"{""bis_10_100_fraction_lt_80pct"":132,""common_span_lt_20m"":2,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":9}",132,false
moderate,sqi_not_required__bis30s__drug120s,60,0,0,132,2333,5,"{""bis_10_100_fraction_lt_80pct"":132,""common_span_lt_20m"":1,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":9}",132,false
moderate,sqi_not_required__bis30s__drug120s,120,0,1,131,2332,6,"{""bis_10_100_fraction_lt_80pct"":131,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":9}",131,false
moderate,sqi_not_required__bis30s__drug120s,300,0,61,110,2272,27,"{""bis_10_100_fraction_lt_80pct"":110,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":9}",110,false
moderate,sqi_not_required__bis30s__drug120s,600,0,664,41,1669,96,"{""bis_10_100_fraction_lt_80pct"":41,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":5}",41,false
moderate,sqi_not_required__bis30s__drug300s,30,0,0,133,2333,4,"{""bis_10_100_fraction_lt_80pct"":132,""common_span_lt_20m"":2,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":9}",132,false
moderate,sqi_not_required__bis30s__drug300s,60,0,0,132,2333,5,"{""bis_10_100_fraction_lt_80pct"":132,""common_span_lt_20m"":1,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":9}",132,false
moderate,sqi_not_required__bis30s__drug300s,120,0,1,131,2332,6,"{""bis_10_100_fraction_lt_80pct"":131,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":9}",131,false
moderate,sqi_not_required__bis30s__drug300s,300,0,60,110,2273,27,"{""bis_10_100_fraction_lt_80pct"":110,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":9}",110,false
moderate,sqi_not_required__bis30s__drug300s,600,0,660,41,1673,96,"{""bis_10_100_fraction_lt_80pct"":41,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":5}",41,false
moderate,sqi_not_required__bis30s__drug600s,30,0,0,133,2333,4,"{""bis_10_100_fraction_lt_80pct"":132,""common_span_lt_20m"":2,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":9}",132,false
moderate,sqi_not_required__bis30s__drug600s,60,0,0,132,2333,5,"{""bis_10_100_fraction_lt_80pct"":132,""common_span_lt_20m"":1,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":9}",132,false
moderate,sqi_not_required__bis30s__drug600s,120,0,1,131,2332,6,"{""bis_10_100_fraction_lt_80pct"":131,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":9}",131,false
moderate,sqi_not_required__bis30s__drug600s,300,0,60,111,2273,26,"{""bis_10_100_fraction_lt_80pct"":111,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":9}",111,false
moderate,sqi_not_required__bis30s__drug600s,600,0,657,41,1676,96,"{""bis_10_100_fraction_lt_80pct"":41,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":5}",41,false
moderate,sqi_ge_20__bis10s__drug30s,30,0,0,132,2333,5,"{""bis_10_100_fraction_lt_80pct"":131,""common_span_lt_20m"":2,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":8}",131,false
moderate,sqi_ge_20__bis10s__drug30s,60,0,0,129,2333,8,"{""bis_10_100_fraction_lt_80pct"":129,""common_span_lt_20m"":1,""sqi_ge_50_fraction_lt_50pct"":6}",129,false
moderate,sqi_ge_20__bis10s__drug30s,120,0,1,128,2332,9,"{""bis_10_100_fraction_lt_80pct"":128,""sqi_ge_50_fraction_lt_50pct"":6}",128,false
moderate,sqi_ge_20__bis10s__drug30s,300,0,100,82,2233,55,"{""bis_10_100_fraction_lt_80pct"":82,""sqi_ge_50_fraction_lt_50pct"":2}",82,false
moderate,sqi_ge_20__bis10s__drug30s,600,0,757,23,1576,114,"{""bis_10_100_fraction_lt_80pct"":23,""sqi_ge_50_fraction_lt_50pct"":1}",23,false
moderate,sqi_ge_20__bis10s__drug60s,30,0,0,132,2333,5,"{""bis_10_100_fraction_lt_80pct"":131,""common_span_lt_20m"":2,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":8}",131,false
moderate,sqi_ge_20__bis10s__drug60s,60,0,0,129,2333,8,"{""bis_10_100_fraction_lt_80pct"":129,""common_span_lt_20m"":1,""sqi_ge_50_fraction_lt_50pct"":6}",129,false
